id,name,civilization_id,id_ruling_ethnicity,id_ruling_language,id_ruling_religion,government,territories,start_year,end_year,policies,note
homo_sapiens_migration,Homo Sapiens Migration,,,,,,khorasan|gaul|anatolia|transoxiana|central_asian_steppe|italy|iberia|germany|britannia|scandinavia|balkans|hungary|poland|mesopotamia|levant|arabia|caucasus|egypt,50,,,Stub generated from afghanistan panel; appears in 3 panel(s); needs P6.1 enrichment
early_european_farmers,Early European Farmers,,,,,,gaul|italy|iberia|germany|britannia|scandinavia|balkans|hungary|poland,-5500,,,Stub generated from france panel; appears in 1 panel(s); needs P6.1 enrichment
parisii_suessiones_remi_nervii,Parisii Suessiones Remi Nervii,,,,,,gaul|italy|iberia|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from france panel; appears in 1 panel(s); needs P6.1 enrichment
armoricani,Armoricani,,,,,,gaul|italy|iberia|germany|britannia|scandinavia|balkans|hungary|poland,-500,,,Stub generated from france panel; appears in 1 panel(s); needs P6.1 enrichment
veneti_osismii_namnetes,Veneti Osismii Namnetes,,,,,,gaul|italy|iberia|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from france panel; appears in 1 panel(s); needs P6.1 enrichment
aquitani,Aquitani,,,,,,gaul|italy|iberia|germany|britannia|scandinavia|balkans|hungary|poland,-800,,,Stub generated from france panel; appears in 1 panel(s); needs P6.1 enrichment
greek_massalia,Greek Massalia,,,,,,gaul|italy|iberia|germany|britannia|scandinavia|balkans|hungary|poland,-600,,,Stub generated from france panel; appears in 1 panel(s); needs P6.1 enrichment
gallia_narbonensis,Gallia Narbonensis,,,,,,gaul|italy|iberia|germany|britannia|scandinavia|balkans|hungary|poland,-121,,,Stub generated from france panel; appears in 1 panel(s); needs P6.1 enrichment
sequani_aedui_helvetii,Sequani Aedui Helvetii,,,,,,gaul|italy|iberia|germany|britannia|scandinavia|balkans|hungary|poland,-500,,,Stub generated from france panel; appears in 1 panel(s); needs P6.1 enrichment
arverni,Arverni,,,,,,gaul|italy|iberia|germany|britannia|scandinavia|balkans|hungary|poland,-300,,,Stub generated from france panel; appears in 1 panel(s); needs P6.1 enrichment
gallic_empire,Gallic Empire,,,,,monarchy,gaul|italy|iberia|germany|britannia|scandinavia|balkans|hungary|poland,260,274,,Stub generated from france panel; appears in 1 panel(s); needs P6.1 enrichment
domain_of_soissons,Domain Of Soissons,,,,,,gaul|italy|iberia|germany|britannia|scandinavia|balkans|hungary|poland,457,486,,Stub generated from france panel; appears in 1 panel(s); needs P6.1 enrichment
cornouaille,Cornouaille,,,,,,gaul|italy|iberia|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from france panel; appears in 1 panel(s); needs P6.1 enrichment
domnonee,Domnonee,,,,,,gaul|italy|iberia|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from france panel; appears in 1 panel(s); needs P6.1 enrichment
bro_gwened,Bro Gwened,,,,,,gaul|italy|iberia|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from france panel; appears in 1 panel(s); needs P6.1 enrichment
kingdom_of_brittany,Kingdom Of Brittany,,,,,,gaul|italy|iberia|germany|britannia|scandinavia|balkans|hungary|poland,845,942,,Stub generated from france panel; appears in 1 panel(s); needs P6.1 enrichment
burgundian_kingdom,Burgundian Kingdom,,,,,monarchy,gaul|italy|iberia|germany|britannia|scandinavia|balkans|hungary|poland,411,534,,Stub generated from france panel; appears in 1 panel(s); needs P6.1 enrichment
west_frankish_kingdom,West Frankish Kingdom,,,,,monarchy,gaul|italy|iberia|germany|britannia|scandinavia|balkans|hungary|poland,843,987,,Stub generated from france panel; appears in 1 panel(s); needs P6.1 enrichment
duchy_of_normandy,Duchy Of Normandy,,,,,,gaul|italy|iberia|germany|britannia|scandinavia|balkans|hungary|poland,911,1204,,Stub generated from france panel; appears in 1 panel(s); needs P6.1 enrichment
duchy_of_brittany,Duchy Of Brittany,,,,,,gaul|italy|iberia|germany|britannia|scandinavia|balkans|hungary|poland,942,1532,,Stub generated from france panel; appears in 1 panel(s); needs P6.1 enrichment
duchy_of_aquitaine,Duchy Of Aquitaine,,,,,,gaul|italy|iberia|germany|britannia|scandinavia|balkans|hungary|poland,877,1453,,Stub generated from france panel; appears in 1 panel(s); needs P6.1 enrichment
county_of_toulouse,County Of Toulouse,,,,,,gaul|italy|iberia|germany|britannia|scandinavia|balkans|hungary|poland,778,1271,,Stub generated from france panel; appears in 1 panel(s); needs P6.1 enrichment
duchy_of_burgundy,Duchy Of Burgundy,,,,,,gaul|italy|iberia|germany|britannia|scandinavia|balkans|hungary|poland,843,1361,,Stub generated from france panel; appears in 1 panel(s); needs P6.1 enrichment
county_of_burgundy,County Of Burgundy,,,,,,gaul|italy|iberia|germany|britannia|scandinavia|balkans|hungary|poland,982,1678,,Stub generated from france panel; appears in 1 panel(s); needs P6.1 enrichment
duchy_of_lorraine,Duchy Of Lorraine,,,,,,gaul|italy|iberia|germany|britannia|scandinavia|balkans|hungary|poland,959,1766,,Stub generated from france panel; appears in 1 panel(s); needs P6.1 enrichment
english_aquitaine,English Aquitaine,,,,,,gaul|italy|iberia|germany|britannia|scandinavia|balkans|hungary|poland,1154,1453,,Stub generated from france panel; appears in 1 panel(s); needs P6.1 enrichment
burgundian_state,Burgundian State,,,,,,gaul|italy|iberia|germany|britannia|scandinavia|balkans|hungary|poland,1384,1477,,Stub generated from france panel; appears in 1 panel(s); needs P6.1 enrichment
first_colonial_empire,First Colonial Empire,,,,,monarchy,gaul|italy|iberia|germany|britannia|scandinavia|balkans|hungary|poland,1534,,,Stub generated from france panel; appears in 1 panel(s); needs P6.1 enrichment
franche_comte,Franche Comte,,,,,,gaul|italy|iberia|germany|britannia|scandinavia|balkans|hungary|poland,1678,,,Stub generated from france panel; appears in 1 panel(s); needs P6.1 enrichment
national_assembly,National Assembly,,,,,,gaul|italy|iberia|germany|britannia|scandinavia|balkans|hungary|poland,1789,1791,,Stub generated from france panel; appears in 1 panel(s); needs P6.1 enrichment
french_first_republic,French First Republic,,,,,republic,gaul|italy|iberia|germany|britannia|scandinavia|balkans|hungary|poland,1792,1804,,Stub generated from france panel; appears in 1 panel(s); needs P6.1 enrichment
hundred_days,Hundred Days,,,,,,gaul|italy|iberia|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from france panel; appears in 1 panel(s); needs P6.1 enrichment
french_second_republic,French Second Republic,,,,,republic,gaul|italy|iberia|germany|britannia|scandinavia|balkans|hungary|poland,1848,1852,,Stub generated from france panel; appears in 1 panel(s); needs P6.1 enrichment
second_colonial_empire,Second Colonial Empire,,,,,monarchy,gaul|italy|iberia|germany|britannia|scandinavia|balkans|hungary|poland,1830,,,Stub generated from france panel; appears in 1 panel(s); needs P6.1 enrichment
french_second_empire,French Second Empire,,,,,monarchy,gaul|italy|iberia|germany|britannia|scandinavia|balkans|hungary|poland,1852,1870,,Stub generated from france panel; appears in 1 panel(s); needs P6.1 enrichment
french_third_republic,French Third Republic,,,,,republic,gaul|italy|iberia|germany|britannia|scandinavia|balkans|hungary|poland,1870,1940,,Stub generated from france panel; appears in 1 panel(s); needs P6.1 enrichment
free_france,Free France,,,,,,gaul|italy|iberia|germany|britannia|scandinavia|balkans|hungary|poland,1940,1944,,Stub generated from france panel; appears in 1 panel(s); needs P6.1 enrichment
provisional_government,Provisional Government,,,,,,gaul|italy|iberia|germany|britannia|scandinavia|balkans|hungary|poland,1944,1946,,Stub generated from france panel; appears in 1 panel(s); needs P6.1 enrichment
french_fourth_republic,French Fourth Republic,,,,,republic,gaul|italy|iberia|germany|britannia|scandinavia|balkans|hungary|poland,1946,1958,,Stub generated from france panel; appears in 1 panel(s); needs P6.1 enrichment
french_fifth_republic,French Fifth Republic,,,,,republic,gaul|italy|iberia|germany|britannia|scandinavia|balkans|hungary|poland,1958,,,Stub generated from france panel; appears in 1 panel(s); needs P6.1 enrichment
limes_germanicus,Limes Germanicus,,,,,,germany|italy|iberia|gaul|britannia|scandinavia|balkans|hungary|poland,83,260,,Stub generated from germany panel; appears in 1 panel(s); needs P6.1 enrichment
germanic_tribes_suebi,Germanic Tribes Suebi,,,,,,germany|italy|iberia|gaul|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from germany panel; appears in 1 panel(s); needs P6.1 enrichment
germanic_tribes_saxons,Germanic Tribes Saxons,,,,,,germany|italy|iberia|gaul|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from germany panel; appears in 1 panel(s); needs P6.1 enrichment
baltic_peoples,Baltic Peoples,,,,,,germany|italy|iberia|gaul|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from germany panel; appears in 1 panel(s); needs P6.1 enrichment
goths_vandals_burgundians,Goths Vandals Burgundians,,,,,,germany|italy|iberia|gaul|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from germany panel; appears in 1 panel(s); needs P6.1 enrichment
hunnic_invasions,Hunnic Invasions,,,,,,germany|italy|iberia|gaul|britannia|scandinavia|balkans|hungary|poland,375,453,,Stub generated from germany panel; appears in 1 panel(s); needs P6.1 enrichment
alemanni_bavarii_settling_south,Alemanni Bavarii Settling South,,,,,,germany|italy|iberia|gaul|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from germany panel; appears in 1 panel(s); needs P6.1 enrichment
saxons_remain_in_northern_germany,Saxons Remain In Northern Germany,,,,,,germany|italy|iberia|gaul|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from germany panel; appears in 1 panel(s); needs P6.1 enrichment
slavic_settlement,Slavic Settlement,,,,,,germany|italy|iberia|gaul|britannia|scandinavia|balkans|hungary|poland,600,,,Stub generated from germany panel; appears in 1 panel(s); needs P6.1 enrichment
baltic_prussians,Baltic Prussians,,,,,,germany|italy|iberia|gaul|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from germany panel; appears in 1 panel(s); needs P6.1 enrichment
slavic_tribes_east_of_elbe,Slavic Tribes East Of Elbe,,,,,,germany|italy|iberia|gaul|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from germany panel; appears in 1 panel(s); needs P6.1 enrichment
east_francia,East Francia,,,,,,germany|italy|iberia|gaul|britannia|scandinavia|balkans|hungary|poland,843,,,Stub generated from germany panel; appears in 1 panel(s); needs P6.1 enrichment
stem_duchies_franconia,Stem Duchies Franconia,,,,,,germany|italy|iberia|gaul|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from germany panel; appears in 1 panel(s); needs P6.1 enrichment
german_kingdom,German Kingdom,,,,,monarchy,germany|italy|iberia|gaul|britannia|scandinavia|balkans|hungary|poland,919,,,Stub generated from germany panel; appears in 1 panel(s); needs P6.1 enrichment
stem_duchies_saxony,Stem Duchies Saxony,,,,,,germany|italy|iberia|gaul|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from germany panel; appears in 1 panel(s); needs P6.1 enrichment
otto_i,Otto I,,,,,,germany|italy|iberia|gaul|britannia|scandinavia|balkans|hungary|poland,962,,,Stub generated from germany panel; appears in 1 panel(s); needs P6.1 enrichment
duchy_of_saxony,Duchy Of Saxony,,,,,,germany|italy|iberia|gaul|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from germany panel; appears in 1 panel(s); needs P6.1 enrichment
slavic_polabian_tribes,Slavic Polabian Tribes,,,,,,germany|italy|iberia|gaul|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from germany panel; appears in 1 panel(s); needs P6.1 enrichment
ottonian_dynasty,Ottonian Dynasty,,,,,monarchy,germany|italy|iberia|gaul|britannia|scandinavia|balkans|hungary|poland,962,1024,,Stub generated from germany panel; appears in 1 panel(s); needs P6.1 enrichment
salian_dynasty,Salian Dynasty,,,,,monarchy,germany|italy|iberia|gaul|britannia|scandinavia|balkans|hungary|poland,1024,1125,,Stub generated from germany panel; appears in 1 panel(s); needs P6.1 enrichment
hohenstaufen_dynasty,Hohenstaufen Dynasty,,,,,monarchy,germany|italy|iberia|gaul|britannia|scandinavia|balkans|hungary|poland,1138,1254,,Stub generated from germany panel; appears in 1 panel(s); needs P6.1 enrichment
rhineland_archbishoprics_of_cologne,Rhineland Archbishoprics Of Cologne,,,,,,germany|italy|iberia|gaul|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from germany panel; appears in 1 panel(s); needs P6.1 enrichment
free_imperial_cities,Free Imperial Cities,,,,,,germany|italy|iberia|gaul|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from germany panel; appears in 1 panel(s); needs P6.1 enrichment
welf_vs_hohenstaufen_rivalry,Welf Vs Hohenstaufen Rivalry,,,,,,germany|italy|iberia|gaul|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from germany panel; appears in 1 panel(s); needs P6.1 enrichment
wittelsbach_bavaria,Wittelsbach Bavaria,,,,,,germany|italy|iberia|gaul|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from germany panel; appears in 1 panel(s); needs P6.1 enrichment
ostsiedlung,Ostsiedlung,,,,,,germany|italy|iberia|gaul|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from germany panel; appears in 1 panel(s); needs P6.1 enrichment
hanseatic_league,Hanseatic League,,,,,,germany|italy|iberia|gaul|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from germany panel; appears in 1 panel(s); needs P6.1 enrichment
brandenburg_prussia_personal_union,Brandenburg Prussia Personal Union,,,,,,germany|italy|iberia|gaul|britannia|scandinavia|balkans|hungary|poland,1618,,,Stub generated from germany panel; appears in 1 panel(s); needs P6.1 enrichment
frederick_the_great,Frederick The Great,,,,,,germany|italy|iberia|gaul|britannia|scandinavia|balkans|hungary|poland,1740,1786,,Stub generated from germany panel; appears in 1 panel(s); needs P6.1 enrichment
confederation_of_the_rhine,Confederation Of The Rhine,,,,,,germany|italy|iberia|gaul|britannia|scandinavia|balkans|hungary|poland,1806,1813,,Stub generated from germany panel; appears in 1 panel(s); needs P6.1 enrichment
kingdom_of_westphalia,Kingdom Of Westphalia,,,,,,germany|italy|iberia|gaul|britannia|scandinavia|balkans|hungary|poland,1807,1813,,Stub generated from germany panel; appears in 1 panel(s); needs P6.1 enrichment
north_german_confederation,North German Confederation,,,,,,germany|italy|iberia|gaul|britannia|scandinavia|balkans|hungary|poland,1867,1871,,Stub generated from germany panel; appears in 1 panel(s); needs P6.1 enrichment
kulturkampf_anti_socialist_laws,Kulturkampf Anti Socialist Laws,,,,,,germany|italy|iberia|gaul|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from germany panel; appears in 1 panel(s); needs P6.1 enrichment
german_colonial_empire,German Colonial Empire,,,,,monarchy,germany|italy|iberia|gaul|britannia|scandinavia|balkans|hungary|poland,1884,1919,,Stub generated from germany panel; appears in 1 panel(s); needs P6.1 enrichment
free_state_of_prussia,Free State Of Prussia,,,,,,germany|italy|iberia|gaul|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from germany panel; appears in 1 panel(s); needs P6.1 enrichment
rhineland_republic,Rhineland Republic,,,,,republic,germany|italy|iberia|gaul|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from germany panel; appears in 1 panel(s); needs P6.1 enrichment
wirtschaftswunder,Wirtschaftswunder,,,,,,germany|italy|iberia|gaul|britannia|scandinavia|balkans|hungary|poland,1950,60,,Stub generated from germany panel; appears in 1 panel(s); needs P6.1 enrichment
saar_protectorate_rejoins_west_germany,Saar Protectorate Rejoins West Germany,,,,,,germany|italy|iberia|gaul|britannia|scandinavia|balkans|hungary|poland,1957,,,Stub generated from germany panel; appears in 1 panel(s); needs P6.1 enrichment
soviet_satellite_state,Soviet Satellite State,,,,,,germany|italy|iberia|gaul|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from germany panel; appears in 1 panel(s); needs P6.1 enrichment
thessalian_league,Thessalian League,,,,,,balkans|italy|iberia|gaul|germany|britannia|scandinavia|hungary|poland,,,,Stub generated from greece panel; appears in 1 panel(s); needs P6.1 enrichment
athens,Athens,,,,,,balkans|italy|iberia|gaul|germany|britannia|scandinavia|hungary|poland,-621,-510,,Stub generated from greece panel; appears in 1 panel(s); needs P6.1 enrichment
boeotian_city_states,Boeotian City States,,,,,,balkans|italy|iberia|gaul|germany|britannia|scandinavia|hungary|poland,,,,Stub generated from greece panel; appears in 1 panel(s); needs P6.1 enrichment
sparta,Sparta,,,,,,balkans|italy|iberia|gaul|germany|britannia|scandinavia|hungary|poland,,,,Stub generated from greece panel; appears in 1 panel(s); needs P6.1 enrichment
corinth_argos,Corinth Argos,,,,,,balkans|italy|iberia|gaul|germany|britannia|scandinavia|hungary|poland,,,,Stub generated from greece panel; appears in 1 panel(s); needs P6.1 enrichment
epirus,Epirus,,,,,,balkans|italy|iberia|gaul|germany|britannia|scandinavia|hungary|poland,-306,-272,,Stub generated from greece panel; appears in 1 panel(s); needs P6.1 enrichment
corcyra,Corcyra,,,,,,balkans|italy|iberia|gaul|germany|britannia|scandinavia|hungary|poland,-734,,,Stub generated from greece panel; appears in 1 panel(s); needs P6.1 enrichment
